agenda_date,RIN,agency_code,agency_name,department_code,department_name,rule_title,abstract,priority,RIN_status,rule_stage,major,CFR,legal_authority,regulatory_flexibility_analysis,statement_of_need,summary_of_the_legal_basis,alternatives,federalism,cost_and_benefits,risks,agency_contact_list,legal_deadline1,legal_deadline2,legal_deadline3,legal_deadline4,legal_deadline5,legal_deadline6,action1,action2,action3,action4,action5,action6,action7,action8,action9,action10,action11,action12,action13,action14,action15,action16,action17,action18,action19,action20,action21,action22,action23,action24,action25
199510,0551-AA35,0551,Foreign Agricultural Service,0500,Department of Agriculture,Emerging Democracies Agricultural Facility Guarantee Program,The regulations will provide the terms and conditions of obtaining a Commodity Credit Corporation Export Credit Guarantee for agricultural facility establishment or improvement in emerging democracies that will primarily promote the export of U.S. agricultural commodities.,Other Significant,Previously Published in The Unified Agenda,Long-Term Actions,,7 CFR 17; 7 CFR 1493,7 USC 5622 (b),Undetermined,,,,,,,"Robert,Riston,Regulatory Coordinator,0551,Foreign Agricultural Service,FAS,202 720-6713,Room 4957, South Building, 14th and Independence Avenue,SW,Washington,DC,20250-1060",,,,,,,Interim Final Rule; 03/01/1993; 58 FR 11786,Interim Final Rule Effective; 03/01/1993,Interim Final Rule Comment Period End; 06/01/1993,,,,,,,,,,,,,,,,,,,,,,
199510,0551-AA38,0551,Foreign Agricultural Service,0500,Department of Agriculture,Foreign Donation of Agricultural Commodities,"This proposed rule would establish regulations governing the foreign donation of agricultural commodities by the Commodity Credit Corporation pursuant to Section 416 (b) of the Agricultural Act of 1949, or the Food for Progress Act of 1985.",Info./Admin./Other,Previously Published in The Unified Agenda,Long-Term Actions,,7 CFR 1499,7 USC 1431(b); 7 USC 1736(o),Yes,,,,,,,"Robert,Riston,Regulatory Coordinator,0551,Foreign Agricultural Service,FAS,202 720-6713,Room 4957, South Building, 14th and Independence Avenue,SW,Washington,DC,20250-1060",,,,,,,NPRM; 02/14/1994; 59 FR 6916,NPRM Comment Period End; 04/15/1994,Final Action; To Be Determined,,,,,,,,,,,,,,,,,,,,,,
199510,0551-AA41,0551,Foreign Agricultural Service,0500,Department of Agriculture,Reform of Export Bonus Program,"The advance notice of proposed rulemaking requests comments on the commodity credit corporations export bonus programs. The EEP, DEIP, SOAP, and COAP options for reform of these export bonus programs are being considered as an effort to respond to the GATT Uruguay Round Agreement that established new mandates for USDA/CCC's export subsidy programs. additionally, programs more flexible in responding to changing world market conditions and serve to fulfill policy goals for increased administrative efficiency and lower program costs.",Other Significant,First Time Published in The Unified Agenda,Long-Term Actions,,7 CFR 1494; 7 CFR 1570,PL 103-465,Undetermined,,,,,,,"Robert,Riston,Regulatory Coordinator,0551,Foreign Agricultural Service,FAS,202 720-6713,Room 4957, South Building, 14th and Independence Avenue,SW,Washington,DC,20250-1060",,,,,,,ANPRM; 06/26/1995; 60 FR 32923,ANPRM Comment Period End; 07/26/1995,,,,,,,,,,,,,,,,,,,,,,,
199510,0551-AA40,0551,Foreign Agricultural Service,0500,Department of Agriculture,Export Bonus Programs,"The proposed amendment of the rule deletes the experience requirement for any interested person not currently qualified to participate in the EEP and/or DEIP. All new participants will receive bonus payments after demonstrating the entry of the eligible commodity into the eligible country. Once the new participant demonstrates entry, for any subsequent agreements payments of bonuses will be made on the submission of export documents.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Completed Actions,,7 CFR 1494,7 USC 5602; 7 USC 5651; 7 USC 5661 to 5662; 7 USC 5676; 15 USC 714(c),No,,,,,,,"Robert,Riston,Regulatory Coordinator,0551,Foreign Agricultural Service,FAS,202 720-6713,Room 4957, South Building, 14th and Independence Avenue,SW,Washington,DC,20250-1060",,,,,,,NPRM; 01/18/1995; 60 FR 3564,NPRM Comment Period End; 03/20/1995,Final Action; 05/01/1995; 60 FR 21037,Final Action Effective; 05/31/1995,,,,,,,,,,,,,,,,,,,,,
199510,0560-AD09,0560,Farm Service Agency,0500,Department of Agriculture,Amendments to CCC Debt Settlement Regulations Regarding Waiver of Restriction on Program Eligibility and Collection of Judgments by Administrative Offset,"This action is needed to allow for the waiver of restrictions on program eligibility, as authorized by the Federal Debt Collection Procedures Act of 1990 (the Act), and to facilitate the collection of judgements by administrative offset. The Act provides that debtors who have judgement liens against their property for a debt owed to the United States are not eligible to receive grants or loans made by the United States until the debt is paid in full or otherwise satisfied. However, the Act also permits agencies to waive this restriction. In addition, the Commodity Credit Corporation is authorized to collect debts for other Federal agencies by administrative offset upon receipt of (1) a qualified offset request, (2) a Notice of Levy, or (3) a request or approval by the Department of Justice. This action would authorize ASCS to collect judgements in favor of the United States by administrative offset. This action will result in increased collection of debts owed to the Government.",Other Significant,Previously Published in The Unified Agenda,Proposed Rule Stage,,Not yet determined,28 USC 3201; 15 USC 714b; 15 USC 714c,No,,,,,,,"Tom,Witzig,Director, Regulatory Review Group,0560,Farm Service Agency,FSA,202 205-5851,202 720-5233,tom.witzig@usda.gov,Room 0339 South Building, MS 0572, 1400 Independence Avenue SW,Washington,DC,20250-0572",,,,,,,NPRM; 12/00/1995,Final Action; To Be Determined,,,,,,,,,,,,,,,,,,,,,,,
199510,0560-AE37,0560,Farm Service Agency,0500,Department of Agriculture,End-Use Certificate Program--Providing Notification of Origin to Buyers,"This action will amend the regulations for end-use certificates for wheat imported from Canada to incorporate language that will require importers to immediately advise subsequent buyers that the wheat being purchased originated in Canada and must be stored separately from U.S.-origin wheat until the wheat is loaded onto a conveyance for direct delivery to an end-user or foreign country. This is necessary to prevent the resale of such grain before the end user, exporter, or subsequent buyer is informed of its origin. This lack of notification has resulted in Canadian wheat being resold before the buyer was informed that it was of Canadian origin and thus subject to these regulations. There will be no cost to the Government.",Other Significant,First Time Published in The Unified Agenda,Proposed Rule Stage,,07 CFR 782,19 USC 3391(f),No,,,,,,,"Tom,Witzig,Director, Regulatory Review Group,0560,Farm Service Agency,FSA,202 205-5851,202 720-5233,tom.witzig@usda.gov,Room 0339 South Building, MS 0572, 1400 Independence Avenue SW,Washington,DC,20250-0572",,,,,,,NPRM; 10/00/1995,Final Action; 12/00/1995,,,,,,,,,,,,,,,,,,,,,,,
199510,0560-AE38,0560,Farm Service Agency,0500,Department of Agriculture,Implementation Procedures for Highly Erodible Land and Wetlands Conservation Provisions of the Food Security Act,"Subtitle B and subtitle C of title XII of the Food Security Act of 1985, Public Law 99-198, established requirements for the conservation of Wetlands and Highly Erodible Lands. These requirements were subsequently amended by the Food Agriculture Conservation and Trade Act of 1990, Public Law 101-624. The amendments, among other changes, would allow in some cases for graduated payment reductions rather than a complete loss of USDA program benefits to producers who contribute to excess soil erosion or wetlands conversion. Rural Housing and Community Development Service, Rural Business and Community Development Service, Rural Utilities Service and Consolidate Farm Service Agency proposes to revise existing regulations to reflect the amendments required by Public Law 101-624. In addition, the regulation will be reorganized and supplemented to improve understanding and ease of implementation.",Other Significant,Previously Published in The Unified Agenda,Proposed Rule Stage,,7 CFR 1940,PL 101-624; PL 99-198,Undetermined,,,,,,,"Chris,Goettelmann,Chief, Regulations Analysis and Control Branch,0575,Rural Housing Service,RHS,202 720-9744,Room 6348-S, 14th and Independence Avenue SW.,Washington,DC,20250",,,,,,,NPRM Comment Period End; 12/00/1995,Interim Final Rule; 02/00/1996,Final Action; 04/00/1996,,,,,,,,,,,,,,,,,,,,,,
199510,0560-AE40,0560,Farm Service Agency,0500,Department of Agriculture,1996 Upland Cotton Program,This action is needed to implement the 1996 Upland Cotton Program as required by legislation. The primary determinations are the loan rate and the Acreage Reduction Program level. The the cost to Government is estimated to range from $0.5 to $1.5 billion.,Economically Significant,First Time Published in The Unified Agenda,Proposed Rule Stage,,07 CFR 1413; 07 CFR 1427,7 USC 1444-2,No,,,,,,,"Tom,Witzig,Director, Regulatory Review Group,0560,Farm Service Agency,FSA,202 205-5851,202 720-5233,tom.witzig@usda.gov,Room 0339 South Building, MS 0572, 1400 Independence Avenue SW,Washington,DC,20250-0572",Statutory; Final; 11/01/1995;  Final ARP level Preliminary ARP level Loan rate,Statutory; Final; 01/01/1995;  Final ARP level,Statutory; NPRM; 11/01/1995;  Final ARP level Preliminary ARP level,,,,NPRM; 10/10/1995; 60 FR 52634,Final Action; 03/00/1996,,,,,,,,,,,,,,,,,,,,,,,
199510,0560-AE41,0560,Farm Service Agency,0500,Department of Agriculture,Amendment to the Tobacco Regulations Regarding Nested Tobacco,"""Nested"" tobacco is lower-grade tobacco included in a quantity of higher-grade tobacco that is delivered for price support at the higher grade. The current regulations provide that a producer is ineligible if the producer ""knowingly"" delivered nested tobacco. This action will remove the word ""knowingly"" from the regulations because it is very difficult to enforce, and will expand County Committees' authority to make determinations regarding refunds and/or penalties that producers might be subject to if nested tobacco is found in the marketings from a farm.","Substantive, Nonsignificant",First Time Published in The Unified Agenda,Proposed Rule Stage,,07 CFR 1464.7(b)(1),7 USC 1445,No,,,,,,,"Tom,Witzig,Director, Regulatory Review Group,0560,Farm Service Agency,FSA,202 205-5851,202 720-5233,tom.witzig@usda.gov,Room 0339 South Building, MS 0572, 1400 Independence Avenue SW,Washington,DC,20250-0572",,,,,,,NPRM; 10/00/1995,Final Action; 01/00/1996,,,,,,,,,,,,,,,,,,,,,,,
199510,0560-AE43,0560,Farm Service Agency,0500,Department of Agriculture,National Average Loan Rates for 1996-Crop Quota and Additional Peanuts and Minimum Commodity Credit Corporation (CCC) Export- Edible Sales Price for Additional Peanuts,"This action is needed to implement the peanut price support program, as required by statute. The price support levels provide a domestic price floor for quota and additional peanuts. The price support level for quota peanuts is set by statutory formula to be equal to last year's level plus any increase in production costs, but may increase by no more than 5 percent above the previous year. The support level for additional peanuts must be set at a level that ensures that CCC incurs no losses from the price support program. The minimum export-edible sales price is set at the Secretary's discretion, and has been set at $400 per ton for each of the previous 8 years. The Peanut Program, which also includes the poundage quota program, will result in a net realized loss of about $87 million.","Substantive, Nonsignificant",First Time Published in The Unified Agenda,Proposed Rule Stage,,07 CFR 1421; 07 CFR 1446,7 USC 1445c-3,No,,,,,,,"Tom,Witzig,Director, Regulatory Review Group,0560,Farm Service Agency,FSA,202 205-5851,202 720-5233,tom.witzig@usda.gov,Room 0339 South Building, MS 0572, 1400 Independence Avenue SW,Washington,DC,20250-0572",Statutory; Final; 02/15/1996;  for price support levels only,,,,,,NPRM; 11/00/1995,Final Action; 02/00/1996,,,,,,,,,,,,,,,,,,,,,,,
199510,0560-AE45,0560,Farm Service Agency,0500,Department of Agriculture,1996-Crop Peanuts National Poundage Quota,"The objective of the peanut quota is to balance supply with demand at a level that will assure stable supplies for domestic use and assure producers a stable income. This action is required by statute, which provides a formula for computing the national quota, based on the Secretary's estimate of the amount of peanuts required for domestic food, seed, and related uses for the 1996 marketing year, and may not be less than 1.35 million tons. The 1996 marketing year is from August 1, 1996 through July 31, 1997. The Peanut Program, which also includes the price support program and export policies, will result in a net realized loss of about $87 million.",Other Significant,First Time Published in The Unified Agenda,Proposed Rule Stage,,07 CFR 729,7 USC 1358-1,No,,,,,,,"Tom,Witzig,Director, Regulatory Review Group,0560,Farm Service Agency,FSA,202 205-5851,202 720-5233,tom.witzig@usda.gov,Room 0339 South Building, MS 0572, 1400 Independence Avenue SW,Washington,DC,20250-0572",Statutory; Final; 12/15/1995;   ,,,,,,NPRM; 11/00/1995,Final Action; 01/00/1996,,,,,,,,,,,,,,,,,,,,,,,
199510,0560-AC86,0560,Farm Service Agency,0500,Department of Agriculture,Amendment to the Highly Erodible Land and Wetlands Conservation Program Regulations--Person Determinations,"The objective of this action is to set a standard for a more consistent ""person"" determination by using an attribution method for determining benefits that shall be denied persons who are associated with the actual violators of the highly erodible land (HEL) and wetland conservation provisions. The current affiliated person rule for HEL and wetlands is difficult to administer because a strict interpretation of the rules could result in a chain of affiliated persons, all of whom would be ineligible for USDA benefits, when in fact many of the affiliated persons did not play a part in the violation. This action will provide a more equitable and understandable method for imposing sanctions on conservation compliance violations. No costs are expected as a result of this action.",Other Significant,Previously Published in The Unified Agenda,Final Rule Stage,,7 CFR 12,"16 USC 3801; 16 USC 3811; 16 USC 3812; 16 USC 3821-23; The Food Security Act of 1985, sec 1201, as amended",No,,,,,,,"Tom,Witzig,Director, Regulatory Review Group,0560,Farm Service Agency,FSA,202 205-5851,202 720-5233,tom.witzig@usda.gov,Room 0339 South Building, MS 0572, 1400 Independence Avenue SW,Washington,DC,20250-0572",,,,,,,Interim Final Rule; 02/00/1996,Final Action; To Be Determined,,,,,,,,,,,,,,,,,,,,,,,
