agenda_date,RIN,agency_code,agency_name,department_code,department_name,rule_title,abstract,priority,RIN_status,rule_stage,major,CFR,legal_authority,regulatory_flexibility_analysis,statement_of_need,summary_of_the_legal_basis,alternatives,federalism,cost_and_benefits,risks,agency_contact_list,legal_deadline1,legal_deadline2,legal_deadline3,legal_deadline4,legal_deadline5,legal_deadline6,legal_deadline7,action1,action2,action3,action4,action5,action6,action7,action8,action9,action10,action11,action12,action13,action14,action15,action16,action17,action18,action19,action20,action21,action22,action23,action24,action25,action26,action27,action28,action29,action30,action31,action32,action33,action34,action35,action36,action37,action38,action39,action40,action41,action42,action43,action44,action45,action46,action47,action48,action49,action50,action51,action52,action53,action54,action55,action56,action57,action58
199604,0970-AB23,0970,Administration for Children and Families,0900,Department of Health and Human Services,Child Abuse and Neglect State Grant Program,The primary purpose of this rule is to revise existing regulations at 45 CFR 1340 in order to implement recent amendments to the Child Abuse Prevention and Treatment Act with respect to confidentiality requirements.,"Substantive, Nonsignificant",Previously Published in The Unified Agenda,Final Rule Stage,,45 CFR 1340,42 USC 5101,No,,,,,,,"Emily,Cooke,Acting Director, National Center on Child Abuse and Neglect,0970,Administration for Children and Families,ACF,202 205-8709,ecooke@acf.dhhs.gov,CB OCAN, Switzer Building, Room 2106, 330 C Street SW.,Washington,DC,20201",,,,,,,,NPRM; 05/18/1994; 59 FR 26046,Final Action; 08/00/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199604,0970-AB24,0970,Administration for Children and Families,0900,Department of Health and Human Services,Standards for Safe Transportation,"This rule establishes Head Start Performance Standards for the safe transportation of Head Start children, including vehicle requirements, driver qualifications and training and safety rules for children and staff while en route and loading and unloading of vehicles.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Final Rule Stage,,45 CFR 1310,42 USC 9801 et seq,Yes,,,,,,,"Douglas,Klafehn,Deputy Associate Commissioner, Head Start,0970,Administration for Children and Families,ACF,202 205-8569,dklafehn@acf.dhhs.gov,330 C Street SW.,Washington,DC,20447",,,,,,,,NPRM; 08/14/1995; 60 FR 31612,Final Action; 01/00/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199604,0970-AB31,0970,Administration for Children and Families,0900,Department of Health and Human Services,Standards for Purchase of Facilities,This regulation establishes standards for the purchase of facilities as required by the Head Start Improvement Act of 1992.,Other Significant,Previously Published in The Unified Agenda,Final Rule Stage,,45 CFR 1309,42 USC 9801 et seq,Yes,,,,,,,"Douglas,Klafehn,Deputy Associate Commissioner, Head Start,0970,Administration for Children and Families,ACF,202 205-8569,dklafehn@acf.dhhs.gov,330 C Street SW.,Washington,DC,20447",,,,,,,,NPRM; 12/01/1994; 59 FR 61575,Final Action; 08/00/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199604,0970-AB32,0970,Administration for Children and Families,0900,Department of Health and Human Services,National Voter Registration Act of 1993 Provisions Affecting Public Assistance Agencies,Incorporates general guidance for public assistance agencies regarding registration procedures to be carried out by State Public Assistance offices. It removes former prohibitions from distributing such materials in these offices.,Other Significant,Previously Published in The Unified Agenda,Final Rule Stage,,45 CFR 205.50 (a)(4); 42 CFR 431.307(a); 42 CFR 431.307 (b),PL 103-31,Yes,,,,,,,"Mack,Storrs,A.,Director, Division of Self-Sufficiency Programs,0970,Administration for Children and Families,ACF,202 401-9289,mstorrs@acf.dhhs.gov,Office of Family Assistance, 370 L'Enfant Promenade SW,Washington,DC,20447",,,,,,,,NPRM; 11/22/1994; 59 FR 60109,Final Action; 07/00/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199604,0970-AB33,0970,Administration for Children and Families,0900,Department of Health and Human Services,Child Care -- Revised Regulations,"The Administration for Children and Families will amend existing regulations which govern the administration of child care programs under Title IV-A of the Social Security Act (AFDC Child Care, Transitional Child Care, At-Risk Child Care) and the Child Care and Development Block Grant. Based on recent legislative changes, as well as comments from state and tribal program administrators, child care advocates and other interested parties, we are examining a number of specific regulatory provisions. The purpose of this regulatory package will be to implement legislative changes, reduce program differences, and promote better program coordination. We do not expect these changes to result in significant program costs; administrative savings may result.",Other Significant,Previously Published in The Unified Agenda,Final Rule Stage,,45 CFR 98.255; 45 CFR 98.256; 45 CFR 98.257,42 USC 1302,No,,,,,,,"Olivia,Golden,M.,Commissioner, Administration on Children, Youth and Families,0970,Administration for Children and Families,ACF,202 205-8572,P.O. Box 1182,Washington,DC,20013",,,,,,,,NPRM; 05/11/1994; 59 FR 24510,Final Action; 09/00/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199604,0970-AB34,0970,Administration for Children and Families,0900,Department of Health and Human Services,Family Preservation and Support,"This rule will amend the requirements under title IV-B subpart 1 for the Child and Family Services State plan and set forth the requirements the State must adhere to in the development and submission of its comprehensive five year plan under title IV-B, subpart 2, family preservation and support services. The submission of this jointly developed plan is required in order to receive both child and family services funds under subpart 1 and family preservation and support services funds under subpart 2 for fiscal years 1995 and following.",Other Significant,Previously Published in The Unified Agenda,Final Rule Stage,,45 CFR 1355; 45 CFR 1356; 45 CFR 1357,42 USC 430 to 435,Yes,,,,,,,"Daniel,Lewis,H.,Deputy Associate Commissioner, Children's Bureau, Adm. on Children, Youth & Fami,0970,Administration for Children and Families,ACF,202 205-8594,P.O. Box 1182,Washington,DC,20013",,,,,,,,NPRM; 10/04/1994; 59 FR 50646,Final Action; 07/00/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199604,0970-AB37,0970,Administration for Children and Families,0900,Department of Health and Human Services,Administration for Native Americans (ANA) 45 CFR Part 1336,This regulation amends 45 CFR part 1336. It will incorporate an appeals procedure affording applicants the opportunity to appeal ANA ineligibility determinations to the HHS Departmental Appeals Board. Native American organizations are expected to welcome these procedural changes.,"Substantive, Nonsignificant",Previously Published in The Unified Agenda,Final Rule Stage,,45 CFR 1336,"42 USC 2991, et seq",Yes,,,,,,,"R.,Rodriguez,Denise,J.D.,Program Specialist,0970,Administration for Children and Families,ACF,202 690-6265,200 Independence Avenue SW.,Washington,DC,20201",Statutory; Final; 03/29/1993;   ,,,,,,,NPRM; 04/21/1995; 60 FR 19994,Final Action; 07/00/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199604,0970-AB46,0970,Administration for Children and Families,0900,Department of Health and Human Services,Reduction of Reporting Requirements for the State Systems Advance Planning Document (APD) Process,"These rules decrease the reporting burden on States and increase their flexibility within the State systems APD process by increasing the threshold under which APDs and related procurement documents need not be submitted for Federal approval. Additionally, States will no longer be required to submit biennial security plans for Federal review and approval.",Other Significant,Previously Published in The Unified Agenda,Final Rule Stage,,45 CFR 95.600,42 USC 1302,Undetermined,,,,,,,"Bill,Davis,Management Analyst,0970,Administration for Children and Families,ACF,202 401-6404,370 L'Enfant Promenade SW.,Washington,DC,20447",,,,,,,,NPRM; 07/24/1995; 60 FR 34858,NPRM Comment Period End; 09/22/1995,Final Action; 07/00/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199604,0970-AB53,0970,Administration for Children and Families,0900,Department of Health and Human Services,Income Eligibility Criteria for Indian Tribes,"This Final Rule will revise the income eligibility criteria used in enrolling Head Start children and families to allow Indian tribes, in certain situations, to enroll more children whose families do not meet Head Start's income criteria than would otherwise be possible.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Final Rule Stage,,45 CFR 1305,"45 USC 9801, et seq",Yes,,,,,,,"Douglas,Klafehn,Deputy Associate Commissioner, Head Start,0970,Administration for Children and Families,ACF,202 205-8569,dklafehn@acf.dhhs.gov,330 C Street SW.,Washington,DC,20447",,,,,,,,NPRM; 10/25/1995; 60 FR 54648,NPRM Comment Period End; 12/26/1995,Final Action; 09/00/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199604,0970-AB57,0970,Administration for Children and Families,0900,Department of Health and Human Services,Making Information Available to Consumer Reporting Agencies: Extension of Deadline for Certified Statewide Systems; and Revisions for the President's Reform Initiative,"This rule contains provisions regarding required State laws for reporting information concerning unpaid child support obligations to consumer reporting agencies. These provisions implement the requirements of section 212 of the Social Security Act Amendments of 1994, which amend title IV-D of the Social Security Act. These provisions require States to adopt procedures for periodic reporting of information to consumer reporting agencies. This rule implements PL 104-35; enacted October 12, 1995, which revises section 454(24) of the Social Security Act. This rule also includes technical changes to other child support regulations to support the President's Regulatory Reinvention Initiative.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Final Rule Stage,,45 CFR 301; 45 CFR 302; 45 CFR 303; 45 CFR 304; 45 CFR 306; 45 CFR 307,PL 103-432; PL 104-35,Yes,,,,,,,"Marianne,Upton,C.,Branch Chief, Policy Division,0970,Administration for Children and Families,ACF,202 401-5373,Office of Child Support Enforcement, 370 L'Enfant Promenade SW.,Washington,DC,20447",,,,,,,,NPRM; 01/29/1996; 61 FR 2774,NPRM Comment Period End; 03/29/1996,Final Action; 12/00/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199604,0970-AB59,0970,Administration for Children and Families,0900,Department of Health and Human Services,Income and Resource Disregards Related to Interests of Individual Indians in Trust or Restricted Lands,"These rules incorporate statutory disregards in the AFDC program and the Adult Assistance programs in Guam, Puerto Rico and the Virgin Islands. The first provides that up to $2,000 per year of income derived from interests of individual Indians in trust or restricted lands shall not be considered in determining assistance. The second is a provision requiring that interests of individual Indians in trust or restricted lands shall not be considered a resource in determining eligibility for assistance.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Final Rule Stage,,45 CFR 233,PL 103-66,No,,,,,,,"Mack,Storrs,A.,Director, Division of Self-Sufficiency Programs,0970,Administration for Children and Families,ACF,202 401-9289,mstorrs@acf.dhhs.gov,Office of Family Assistance, 370 L'Enfant Promenade SW,Washington,DC,20447",,,,,,,,NPRM; 10/25/1994; 59 FR 51536,Final Action; 08/00/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199604,0970-AB18,0970,Administration for Children and Families,0900,Department of Health and Human Services,Family Violence Prevention and Services,Implements the requirements under the Family Violence Prevention and Services Act which provides various grants related to domestic violence.,"Substantive, Nonsignificant",Previously Published in The Unified Agenda,Completed Actions,,45 CFR 1370,42 USC 10410; 42 USC 10412,Yes,,,,,,,"Margaret,Washnitzer,Director, Division of State Assistance,0970,Administration for Children and Families,ACF,202 401-2333,Office of Community Services, 370 L'Enfant Promenade SW.,Washington,DC,20447",Statutory; Final; 09/25/1992;   ,Statutory; NPRM; 08/26/1992;   ,,,,,,NPRM; 12/10/1993; 58 FR 64920,Final Action; 02/22/1996; 61 FR 6791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199604,3235-AG34,3235,Securities and Exchange Commission,,,Regulation S,"In connection with the issuance of an interpretive release relating to Regulation S, the Commission solicited comment as to whether Regulation S should be amended to impose additional restrictions on its use to impede attempts to use the regulation to evade the registration requirements of the Securities Act of 1933. The Division will consider the comments received in considering its recommendation for further Commission action.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Proposed Rule Stage,,17 CFR 230.901 et seq,15 USC 77a et seq,Undetermined,,,,,,,"Mary,Cascio,Office of International Corporate Finance, Division of Corporation Finance,3235,Securities and Exchange Commission,SEC,202 942-2990,202 942-9624,450 5th Street NW,Washington,DC,20549",,,,,,,,ANPRM; 07/10/1995; 60 FR 35563,ANPRM Comment Period End; 09/08/1995,NPRM; 06/00/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199604,3235-AG22,3235,Securities and Exchange Commission,,,Form S-4: Elimination of General Instruction G,The Division is considering recommending that the Commission propose eliminating General Instruction G from Form S-4 in view of the exemption from registration for securities issued in bank holding company formations recently enacted as part of the Riegle Community Development and Regulatory Improvement Act.,"Substantive, Nonsignificant",Previously Published in The Unified Agenda,Proposed Rule Stage,,17 CFR 230.406; 17 CFR 230.464; 17 CFR 230.473; 17 CFR 230.475a; 17 CFR 230.477; 17 CFR 239.25,15 USC 77c; 15 USC 77e; 15 USC 77f; 15 USC 77h; 15 USC 77j; 15 USC 77q; 15 USC 77s,Undetermined,,,,,,,"Peggy,Fisher,Division of Corporation Finance,3235,Securities and Exchange Commission,SEC,202 942-1762",,,,,,,,NPRM; 05/00/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199604,3235-AG33,3235,Securities and Exchange Commission,,,Extension of Reporting Requirements for Certain Issuers of Debt Securities,"In June 1994, the Commission published a release soliciting comment as to whether it is advisable to expand reporting requirements to issuers of debt securities that are traded in the over-the-counter market under certain circumstances where the issuer is not otherwise subject to periodic reporting requirements. The Division is considering whether to recommend that the Commission issue proposals to require certain obligors on debt securities to file reports with the Commission containing current information regarding their obligations.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Proposed Rule Stage,,17 CFR 260,15 USC 77nnn,Undetermined,,,,,,,"Joseph,Babits,P.,Division of Corporation Finance,3235,Securities and Exchange Commission,SEC,202 942-2910",,,,,,,,ANPRM; 06/07/1994; 59 FR 29398,NPRM; 12/00/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
